the_geom,county,city_village_or_cdp,housing_type,complex_name,complex_address,units,acres,status,year,comment,conversion_date,cartodb_id,state,latitude,longitude,accuracy_score,accuracy_type,number,street,city,zip,country,source
0101000020E610000094F947DFA46852C02AA73D25E75E4440,Nassau,Mineola,APT,Hudson House,104 Front St.,36,,BUILT,2014,SRCIT-AFFORD,,774,New York,40.741429,-73.635063,1,rooftop,104,Front St,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BE688F17D26852C0F73FC05AB55F4440,Nassau,Mineola,COND,Jackson Terrace,101 Jackson Ave.,60,0.8,BUILT,1972,APTCONV,2007,775,New York,40.747722,-73.637823,1,rooftop,101,Jackson Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E25817B7D16852C073D6A71C935F4440,Nassau,Mineola,COOP,Lincoln Arms,101 Lincoln Ave.,62,1.2,BUILT,1967 E,APTCONV,1981,776,New York,40.746677,-73.6378,1,rooftop,101,Lincoln Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000FF3D78EDD26852C0070951BEA05F4440,Nassau,Mineola,COOP,The Regency Apts.,100 Lincoln Ave.,112,1.4,BUILT,1967 E,APTCONV,1983,786,New York,40.747093,-73.637874,1,rooftop,100,Lincoln Ave,Mineola,11501,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000007B22991FC96352C0FEA3CA8BA7614440,Nassau,New Cassel,APT,Cathedral Place Apartments,1020 Prospect Ave.,36,,BUILT,2013,AFFORD,,791,New York,40.7629256,-73.5591506,1,street_address,1020,Prospect Ave,North Hempstead,59601,US,Google Script
0101000020E61000007156444DF47B52C02D99637957594440,Nassau,New Cassel,APT,Magnolia Gardens,899 Broadway,90,,BUILT,1986,SRCIT-AFFORD,,793,New York,40.697982,-73.936786,1,rooftop,899,Broadway,Brooklyn,11206,US,City of New York
0101000020E610000041D653ABAF6C52C05DE15D2EE2694440,Nassau,Port Washington,COND,Carlton Bay Condominiums,73 Carlton Ave.,58,1.8,BUILT,1961,APTCONV,1988,818,New York,40.827215,-73.698222,1,rooftop,73,Carlton Ave,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CE18E6046D6C52C0301004C8D06B4440,Nassau,Port Washington,APT,Cow Bay Apartments,Bay Green La. & Harbor Rd.,88,4,BUILT,1972,AFFORD,,819,New York,40.842309,-73.694154,1,intersection,,Bay Green Ln,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000097AB1F9BE46C52C050FF59F3E3694440,Nassau,Port Washington,COOP,Dolphin Greens,Dolphin Green & N. Plandome Rd,143,5.2,BUILT,1946,APTCONV,1983 E,820,New York,40.827269,-73.701453,0.89,intersection,,Dolphin Grn,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000042B28009DC6C52C0BA4DB857E6694440,Nassau,Port Washington,APT,Hadley House Apts.,464 Main St.,41,1,BUILT,1983,SRCIT,,821,New York,40.827342,-73.70093,1,rooftop,464,Main St,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004C4F58E2016C52C0B247A819526B4440,Nassau,Port Washington,APT,Harbor Homes,Harbor Rd. & Port Wash. Blvd.,153,4.2,BUILT,1951,AFFORD,,822,New York,40.838443,-73.687615,1,intersection,,Harbor Rd,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006649809A5A6C52C0FB05BB61DB6A4440,Nassau,Port Washington,COND,Harbor View,Harbor View Dr.&West Shore Rd.,270,,BUILT,2004,SRCIT,,823,New York,40.83482,-73.69303,1,street_center,,Harbor View Rd,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000000AA2EE03906C52C0A417B5FB556A4440,Nassau,Port Washington,APT,Landmark on Main St.,232 Main St.,59,5,BUILT,1995,SRCIT-AFFORD,,825,New York,40.830749,-73.69629,1,rooftop,232,Main St,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000145D177E706C52C0C2887D02286A4440,Nassau,Port Washington,COOP,Madison Park Gardens,99 Madison St.,76,3.1,BUILT,1960,APTCONV,1988,826,New York,40.829346,-73.694366,1,range_interpolation,99,Madison St,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000003D4679E6E56C52C0EFE4D3635B6A4440,Nassau,Port Washington,COND,Port Harbor,372 Main St.,36,1.4,BUILT,1982,SRCIT,,827,New York,40.830914,-73.701532,1,rooftop,372,Main St,Port Washington,11050,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F1BBE9961D6A52C026C45C52B5694440,Nassau,Port Washington,COOP,The Amsterdam at Harborside,Fairway Dr. & West Shore Rd.,256,8.9,BUILT,2009,LIFECARE,,828,New York,40.825846,-73.658056,0.88,intersection,,Fairway Dr,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000009B1E1494A26C52C0CADDE7F8686B4440,Nassau,Port Washington North,COND,Mill Pond Acres,Harbor Rd. & Pleasant Ave.,250,41,BUILT,2005,SRCIT,,829,New York,40.839141,-73.697423,1,intersection,,Harbor Rd,Port Washington,11050,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000A2D5C9198A6652C0477364E5976D4440,Nassau,Roslyn,APT,Horizon at Roslyn,61 Bryant Rd.,50,4.2,BUILT,2007,SRCIT,,833,New York,40.856198,-73.602179,1,range_interpolation,61,Bryant Rd,Glen Cove,11542,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000002CD32F116F6952C08A22A46E67654440,Nassau,Roslyn,COOP,Roslyn Gardens,12-72 Edwards St.& Warner Ave.,379,,BUILT,1950,APTCONV,1983,834,New York,40.792219,-73.647404,0.6,street_center,,Edwards St,Roslyn Heights,11577,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000008E03AF963B6952C0840D4FAF94654440,Nassau,Roslyn,COOP,Silver Hill,301-335 Main St.,46,,BUILT,1950,APTCONV,1989,837,New York,40.7936,-73.644262,1,rooftop,335,Main St,Roslyn,11576,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F81C588E906952C0EA42ACFE08674440,Nassau,Roslyn,APT,Sterling Glen at Roslyn,100 Landing Rd.,158,11,BUILT,2006,SRCIT,,838,New York,40.804962,-73.649448,1,rooftop,100,Landing Rd,Roslyn,11576,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006BEF5355686952C020990E9D9E654440,Nassau,Roslyn,COOP,The Chalet,300 Edwards St.,134,,BUILT,1966 E,APTCONV,1985,839,New York,40.793903,-73.646993,1,rooftop,300,Edwards St,Roslyn,11576,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000682096CD1C6952C0F16778B306654440,Nassau,Roslyn Heights,APT,Roslyn Plaza Gardens,100 Laurel St.,104,,BUILT,1978,AFFORD,,842,New York,40.789267,-73.642383,1,rooftop,100,Laurel St,Roslyn Heights,11577,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000BFAF366B156952C0C086F1E4E4644440,Nassau,Roslyn Heights,APT,Laurel Homes,72 Laurel St.,66,4.8,BUILT,1958,AFFORD,,840,New York,40.7882353,-73.6419323,1,street_address,72,Laurel St,North Hempstead,11581,US,Google Script
0101000020E6100000BB9A3C65356E52C07C26FBE769644440,Nassau,Russell Gardens,COOP,Melbourne House,140 S. Middle Neck Rd.,24,0.2,BUILT,1945,APTCONV,1982,844,New York,40.784482,-73.722009,1,rooftop,140,S Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000842BA0504F6E52C0A3E9EC6470644440,Nassau,Thomaston,COOP,37 Brompton Rd.,37 Brompton Rd.,37,0.6,BUILT,1926,APTCONV,1982,846,New York,40.78468,-73.723591,1,rooftop,37,Brompton Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000003EEB1A2D076E52C0A1D9756F45644440,Nassau,Thomaston,COOP,Executive House,180 S. Middle Neck Rd.,51,0.8,BUILT,1965,APTCONV,1980 E,849,New York,40.783369,-73.719188,1,rooftop,180,S Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004A6249B9FB6D52C0026729594E644440,Nassau,Thomaston,COOP,Horizon House North,185 S. Middle Neck Rd.,48,1,BUILT,1959,APTCONV,1973,851,New York,40.783641,-73.718489,1,rooftop,185,S Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000066BFEE74E76D52C0FC6F253B36644440,Nassau,Thomaston,COOP,Horizon House South,195 S. Middle Neck Rd.,34,1.4,BUILT,1959,APTCONV,1973,852,New York,40.782905,-73.717252,1,rooftop,195,S Middle Neck Rd,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000064C91CCBBB6D52C0B3B112F3AC644440,Nassau,Thomaston,COOP,Spruce Tower,2 Spruce St.,62,0.8,BUILT,1929,APTCONV,1982,855,New York,40.786528,-73.714587,1,rooftop,2,Spruce St,Great Neck,11021,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000E8BB5B59A23052C0CCD3B9A294724440,Nassau,University Gardens,COOP,Great Neck Terrace,Terrace Circle & Mill Dr.,644,39,BUILT,1950,APTCONV,1986,857,New York,40.895161,-72.759909,0.62,intersection,,Dry Saw Mill Rd,Manorville,11949,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000D2A755F4876552C08A39083A5A614440,Nassau,Westbury,COOP,Post House,324 Post Ave.,146,4.3,BUILT,1954,APTCONV,1989,863,New York,40.760566,-73.586423,1,rooftop,324,Post Ave,Westbury,11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005833D70E6B6952C0DFF87F7AD8614440,Nassau,Williston Park,COND,Cambridge Park,"711, 713-725 Willis Ave.",37,,BUILT,1965,APTCONV,2006 E,867,New York,40.7644189,-73.6471593,1,subpremise,713,Willis Ave,North Hempstead,11596,US,Google Script
0101000020E610000041070209AF5F52C06ACE0BC1BB5F4440,Nassau,Bethpage,COOP,Apollo,1969 Grumman Rd. E.,220,15,BUILT,2000,SRCIT,,869,New York,40.7479173,-73.4950583,1,route,,Grumman Rd W,Oyster Bay,11714,US,Google Script
0101000020E61000000305DEC9A75E52C082FE428F185F4440,Nassau,Bethpage,COOP,Central Park Estates,Amalia Ct. & Powell Ave.,52,2,BUILT,1996,SRCIT,,871,New York,40.742937,-73.478991,1,intersection,,Amalia Ct,Bethpage,11714,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000C826F911BF5E52C05AF624B0395F4440,Nassau,Bethpage,APT,Corsentino Sr. Cit. Housing,7 Burkhardt Ave.,37,1.6,BUILT,1972,SRCIT-AFFORD,,872,New York,40.743948,-73.480412,1,rooftop,7,Burkhardt Ave,Bethpage,11714,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000044F98216125F52C04034F3E49A5E4440,Nassau,Bethpage,COOP,Sunnylane of Bethpage,400 Central Ave.,300,12.4,BUILT,1997,SRCIT,,874,New York,40.739102,-73.485479,1,range_interpolation,400,Central Ave,Bethpage,11714,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000009545ADA046052C00F99F221A8604440,Nassau,Bethpage,COOP,Cambridge Court,Nicole Ct. & S. Oyster Bay Rd.,136,6.5,BUILT,2003,SRCIT,,870,New York,40.755131,-73.5002962,1,route,,Nicole Ct,Oyster Bay,11714,US,Google Script
0101000020E6100000035E66D8285B52C08E1EBFB7E9554440,Nassau,East Massapequa,COOP,County Line Villas,Villa Dr. & County Line Rd.,46,2.4,BUILT,2003,SRCIT,,876,New York,40.671195,-73.424368,0.87,intersection,,Villa Dr,Massapequa,11758,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000E9D32AFA435B52C01FBDE13E72554440,Nassau,East Massapequa,APT,Massapequa Sr. Cit. Housing,"530 Clocks Blvd., 20 Lake St.",75,2.8,BUILT,1972,SRCIT-AFFORD,,877,New York,40.667549,-73.426024,1,rooftop,530,Clocks Blvd,Massapequa,11758,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005B94D920935B52C0B64AB0389C574440,Nassau,East Massapequa,COND,Seasons at Massapequa,Sunrise Hwy. & Louden St.,184,16.6,BUILT,2010,SRCIT,,878,New York,40.684455,-73.430855,0.63,intersection,,Louden St,Massapequa,11758,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000073BD6DA6425B52C01AA4E029E4564440,Nassau,East Massapequa,COOP,The Oaks at Broadlawn Manor,Sunrise Hwy. & County Line Rd.,308,22.6,BUILT,2009,SRCIT,,880,New York,40.678838,-73.425943,0.71,intersection,,Old Sunrise Hwy,Massapequa,11758,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000004F3E3DB6655B52C0FD87F4DBD7554440,Nassau,East Massapequa,APT,TOB Housing (part),203-227 Oakley Ave.,13,,BUILT,1976,AFFORD,,881,New York,40.67065,-73.428083,1,rooftop,227,Oakley Ave,Massapequa,11758,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004F3E3DB6655B52C0FD87F4DBD7554440,Nassau,East Massapequa,APT,TOB Housing (part),203-227 Oakley Ave.,159,7.5,BUILT,1976,SRCIT-AFFORD,,882,New York,40.67065,-73.428083,1,rooftop,227,Oakley Ave,Massapequa,11758,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000001EE0490B975C52C0A4C343183F5D4440,Nassau,Farmingdale,APT,---,625 Fulton St.,12,,BUILT,2002,SRCIT,,884,New York,40.728488,-73.446719,1,rooftop,625,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004221020EA15C52C03737A6272C5D4440,Nassau,Farmingdale,COOP,Country Gardens,600 Fulton St.,51,,BUILT,1960,APTCONV,1984,887,New York,40.72791,-73.44733,1,rooftop,600,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000000A8E2C62D5D52C0B08D78B29B5D4440,Nassau,Farmingdale,COND,Elizabeth Ann Gardens,197 Fulton St.,20,2,BUILT,2003,SRCIT,,888,New York,40.731314,-73.455919,1,range_interpolation,197,Fulton St,Farmingdale,11735,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000AFB48CD47B5C52C0613596B0365E4440,Nassau,Farmingdale,COOP,Elizabeth Gardens,25 Elizabeth St.,78,,BUILT,1959,APTCONV,1988,889,New York,40.736044,-73.445058,1,rooftop,25,Elizabeth St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000EF737CB4385C52C0D61A4AED455E4440,Nassau,Farmingdale,COOP,Fardale Gardens,6-26 Ivy St.,95,,BUILT,1960,APTCONV,1984,892,New York,40.736509,-73.440961,1,rooftop,26,Ivy St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000679B1BD3135C52C00EA14ACD1E5E4440,Nassau,Farmingdale,APT,Grand Haven,262 Eastern Pkwy.,23,,BUILT,2003,SRCIT,,893,New York,40.735315,-73.43871,1,rooftop,262,Eastern Pkwy,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000073F38DE89E5C52C0A6B6D4415E5D4440,Nassau,Farmingdale,APT,Hardscrabble Apts.,400-410 Main St.,80,,BUILT,1984,SRCIT-AFFORD,,894,New York,40.729439,-73.447199,1,rooftop,410,Main St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CFA0A17F825C52C00745F300165D4440,Nassau,Farmingdale,APT,Island Gardens,678 Fulton St.,16,,BUILT,1963,APTCONV,1988,895,New York,40.727234,-73.445465,1,rooftop,678,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000010768A55835C52C08B16A06D355D4440,Nassau,Farmingdale,COOP,Island Gardens,490 Main St.,40,,BUILT,1960,APTCONV,1989,896,New York,40.728193,-73.445516,1,rooftop,490,Main St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000431CEBE2365D52C00795B88E715D4440,Nassau,Farmingdale,COOP,Kingswood Gardens,210-218 Fulton St.,74,3,BUILT,1963,APTCONV,">68,<92",897,New York,40.730028,-73.456475,1,rooftop,218,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000ED9C6681765C52C09DF6949C135D4440,Nassau,Farmingdale,COOP,Rainbow House,700 Fulton St.,55,1.9,BUILT,1964,APTCONV,1989,898,New York,40.727161,-73.444733,1,rooftop,700,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004B732B84D55C52C0C1745AB7415D4440,Nassau,Farmingdale,COOP,Sea Gull Garden,474 Fulton St.,20,,BUILT,1963,APTCONV,1985,900,New York,40.728568,-73.450532,1,rooftop,474,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000006A847EA65E5C52C096422097385E4440,Nassau,Farmingdale,APT,Silver Manor,81 Secatogue Ave.,49,2,BUILT,2002,SRCIT,,901,New York,40.736102,-73.443277,1,rooftop,81,Secatogue Ave,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000068925852EE5C52C068CBB914575D4440,Nassau,Farmingdale,COOP,Suburbia,400 Fulton St.,90,2.4,BUILT,1965,APTCONV,1985,905,New York,40.72922,-73.452046,1,rooftop,400,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000B8CCE9B2985C52C0DD9A745B225D4440,Nassau,Farmingdale,COOP,Terrace Gardens,630 Fulton St.,16,0.7,BUILT,1963,APTCONV,1989,906,New York,40.727611,-73.44682,1,rooftop,630,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000CEC29E76F85C52C0AC730CC85E5D4440,Nassau,Farmingdale,COOP,The Angle Cooperative,380 Fulton St.,42,1.1,BUILT,1983,APTCONV,1989,907,New York,40.729455,-73.452665,1,rooftop,380,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000D384ED27635C52C03CA06CCA155E4440,Nassau,Farmingdale,APT,The Jefferson (part),148 S. Front St.,16,,BUILT,2015,AFFORD,,909,New York,40.73504,-73.443552,1,rooftop,148,S Front St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000005682C5E1CC5C52C0ABE80FCD3C5D4440,Nassau,Farmingdale,COOP,Towne House West,500 Fulton St.,31,1,BUILT,1979,APTCONV,1982,914,New York,40.728418,-73.450005,1,rooftop,500,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008BE1EA00885C52C0F92EA52E195D4440,Nassau,Farmingdale,COOP,Windsor Apts.,672 Fulton St.,16,0.7,BUILT,1963,APTCONV,1990 E,915,New York,40.727331,-73.445801,1,rooftop,672,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000004582A966D65C52C0A12DE7525C5D4440,Nassau,Farmingdale,APT,Woodbridge at Farmingdale,477-481 Fulton St.,28,,BUILT,1997,SRCIT-AFFORD,,916,New York,40.72938,-73.450586,1,rooftop,481,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000569FABADD85C52C0930035B56C5D4440,Nassau,Farmingdale,APT,Woodbridge II,461 Fulton St.,62,,BUILT,2000,SRCIT-AFFORD,,917,New York,40.72988,-73.450725,1,rooftop,461,Fulton St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002D5A80B6D56252C042B0AA5E7E5B4440,Nassau,Hicksville,APT,TOB Sr. Cit. Housing,355 Newbridge Rd.,72,2.9,BUILT,1972,SRCIT-AFFORD,,921,New York,40.714794,-73.544294,0.9,rooftop,355,Newbridge Rd,East Meadow,11554,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000073840CE4D95C52C0787DE6AC4F554440,Nassau,Massapequa Park,COOP,Whitewood Landing,Whitewood Dr. & Merrick Rd.,48,,BUILT,2001,SRCIT,,933,New York,40.666494,-73.450799,0.8,intersection,,Merrick Rd,Massapequa Park,11762,US,TIGER/Line® dataset from the US Census Bureau
0101000020E61000006397A8DE1A5D52C09FE3A3C519614440,Nassau,Old Bethpage,APT,TOB Sr. Cit. Housing,101-108 Round Swamp Rd.,140,,BUILT,1985,SRCIT-AFFORD,,934,New York,40.758599,-73.454765,1,range_interpolation,101,Round Swamp Rd,Old Bethpage,11804,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000090DB2F9FAC6252C0F2ECF2AD0F6F4440,Nassau,Oyster Bay,APT,Housing Authority,50 Glen Cove-Oyster Bay Rd.,48,2,BUILT,1971,AFFORD,,936,New York,40.867666,-73.541786,1,rooftop,50,Glen Cove Rd,Oyster Bay,11771,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002A1E17D5226252C0868E1D54E26E4440,Nassau,Oyster Bay,COOP,Lexington Estates,200 Lexington Ave.,80,,BUILT,1963,APTCONV,1983,939,New York,40.866282,-73.533376,1,rooftop,200,Lexington Ave,Oyster Bay,11771,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F0EA66904C6252C09DBE9EAF596F4440,Nassau,Oyster Bay,APT,Housing Authority,"41,45 Lexington Ave,96 Orchard",48,,BUILT,1970,SRCIT-AFFORD,,937,New York,40.8699245,-73.5359231,1,subpremise,96,Lexington Ave,Oyster Bay,11771,US,Google Script
0101000020E6100000942AF63CA45D52C04E2E217AAD654440,Nassau,Plainview,COND,Seasons at Plainview,Autumn Dr.&L.I.E. N. Svce. Rd.,134,9,BUILT,2007,SRCIT,,948,New York,40.7943566,-73.4631493,1,route,,Autumn Dr,Oyster Bay,11803,US,Google Script
0101000020E610000084BC1E4C8A5C52C0E84B6F7F2E5E4440,Nassau,Oyster Bay,APT,Oyster Bay Apts.,125 W. Main St.,92,,BUILT,1974,SRCIT-AFFORD,,942,New York,40.735794,-73.445941,0.7,rooftop,125,Main St,Farmingdale,11735,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E610000056293DD34B6252C0DD0720B5896F4440,Nassau,Oyster Bay,COOP,Top of the Harbor,Anchorage La. & Lexington Ave.,156,10,BUILT,1965,APTCONV,1983,943,New York,40.87139,-73.535878,1,intersection,,Anchorage Ln,Oyster Bay,11771,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000FC1BB4571F5F52C0032670EB6E5C4440,Nassau,Plainedge,APT,TOB Sr. Cit. Housing,50 Hicksville Rd. & Mary La.,36,,BUILT,1971,SRCIT-AFFORD,,944,New York,40.722135,-73.486288,0.92,intersection,,Hicksville Rd,Bethpage,11714,US,TIGER/Line® dataset from the US Census Bureau
0101000020E610000033EB7BC3336052C056DEE929CD694440,Nassau,Syosset,APT,TOB Sr. Cit. Housing,40 Eastwoods Rd.,96,4.7,BUILT,1972,SRCIT-AFFORD,,954,New York,40.8265736,-73.5031594,1,street_address,40,Muttontown Eastwoods Rd,Oyster Bay,11581,US,Google Script
0101000020E6100000ECF99AE5B25E52C019CBF44BC4634440,Nassau,Plainview,APT,Harmon Shepherd Hill,101-115 Central Park Rd.,117,4.6,BUILT,1981,SRCIT-AFFORD,,947,New York,40.779428,-73.479669,1,rooftop,115,Central Park Rd,Plainview,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000390D51853F5F52C0338CBB41B4624440,Nassau,Plainview,APT,TOB Sr. Cit. Housing,80 Barnum Ave.,69,2.5,BUILT,1974,SRCIT-AFFORD,,949,New York,40.771126,-73.488252,1,rooftop,80,Barnum Ave,Plainview,11803,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000008AF9032FC45D52C05DED725B6C684440,Nassau,Woodbury,COOP,Woodbury Cove,500 Park Ave. & Jericho Tpke.,100,4.9,BUILT,1999,SRCIT,,959,New York,40.8158068,-73.4650991,1,street_address,500,Park Ave,Oyster Bay,11001,US,Google Script
0101000020E6100000A4FACE2F4A5F52C0AD6A494739684440,Nassau,Woodbury,COOP,Woodbury Gardens,Fox Hill Dr. & Jericho Tpke.,214,,BUILT,2001,SRCIT,,960,New York,40.814248,-73.488903,0.6,intersection,,Fox Hollow Rd,Woodbury,11797,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000B01C2103795E52C067EE21E17B674440,Nassau,Woodbury,COOP,Woodbury Meadows,Carnegie Ct. & Woodbury Rd.,114,6.1,BUILT,2001,SRCIT,,962,New York,40.808468,-73.476136,0.81,intersection,,Carnegie Ct,Woodbury,11797,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000CF2D7425025A52C0F6B6990AF1564440,Suffolk,Amityville,APT,Amity Oaks,Noelle Ct. & Oak St.,36,2,BUILT,1999,SRCIT,,1019,New York,40.679231,-73.406381,1,intersection,,Noelle Ct,Amityville,11701,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000927A4FE5B45A52C0280F0BB5A6574440,Suffolk,Amityville,APT,Bunt Commons III,10 Dixon Ave.,45,2,BUILT,2007,SRCIT,,1024,New York,40.684775,-73.417291,1,rooftop,10,Dixon Ave,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000001900AAB8715A52C01BA19FA9D7554440,Suffolk,Amityville,COOP,Lakeside Gardens,200 Merrick Rd.,24,2.6,BUILT,1955,APTCONV,1987,1029,New York,40.670644,-73.413191,1,rooftop,200,Merrick Rd,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E61000002849D74CBE5A52C06BD8EF8975564440,Suffolk,Amityville,COOP,Park Avenue Apartments,121-125 Park Ave.,36,1.4,BUILT,1958,APTCONV,1988,1033,New York,40.675462,-73.417865,1,rooftop,121,Park Ave,Amityville,11701,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000AB402D060F5A52C09D47C5FF1D554440,Suffolk,Amityville,COND,Snug Harbor,Harbor St. & S. Bayview Ave.,176,22,BUILT,1974,SRCIT,,1035,New York,40.664978,-73.407167,0.68,intersection,,Harbor Rd,Amityville,11701,US,TIGER/Line® dataset from the US Census Bureau
0101000020E6100000EC4CA1F31A5752C071A94A5B5C5B4440,Suffolk,Amityville,COND,Village Estates,395 Sunrise Hwy.,138,7.7,BUILT,2006,SRCIT,,1039,New York,40.713756,-73.36102,0.9,rooftop,395,Sunrise Highway Westbound Service Rd,West Babylon,11704,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
0101000020E6100000F1F44A59865452C080F44D9A06594440,Suffolk,Babylon,APT,Goose Bay Apartments,99 Prospect St.,40,2,BUILT,1984,SRCIT,,1045,New York,40.695514,-73.3207,1,rooftop,99,Prospect St,Babylon,11702,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
